date,artist,songs,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
1970,Edison Lighthouse,"""Love Grows (Where My Rosemary Goes)""",5Ts1DYOuouQLgzTaisxWYh,0.568,0.824,9.0,-4.613,1.0,0.0299,0.403,0.0,0.0855,0.753,108.625,audio_features,5Ts1DYOuouQLgzTaisxWYh,spotify:track:5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/tracks/5Ts1DYOuouQLgzTaisxWYh,https://api.spotify.com/v1/audio-analysis/5Ts1DYOuouQLgzTaisxWYh,174760.0,4.0
1970,The Beatles,"""The Long and Winding Road""",3mlMpmY8oZIBFc39D9zLbh,0.299,0.329,3.0,-10.096,1.0,0.0279,0.756,0.0105,0.0559,0.392,132.282,audio_features,3mlMpmY8oZIBFc39D9zLbh,spotify:track:3mlMpmY8oZIBFc39D9zLbh,https://api.spotify.com/v1/tracks/3mlMpmY8oZIBFc39D9zLbh,https://api.spotify.com/v1/audio-analysis/3mlMpmY8oZIBFc39D9zLbh,218187.0,4.0
1970,The Poppy Family,"""Which Way You Goin' Billy?""",6TtWuzlHNTvtnpO0pI83MU,0.508,0.67,1.0,-10.834,1.0,0.0346,0.416,0.0575,0.0868,0.646,93.406,audio_features,6TtWuzlHNTvtnpO0pI83MU,spotify:track:6TtWuzlHNTvtnpO0pI83MU,https://api.spotify.com/v1/tracks/6TtWuzlHNTvtnpO0pI83MU,https://api.spotify.com/v1/audio-analysis/6TtWuzlHNTvtnpO0pI83MU,203427.0,4.0
1970,Marmalade,"""Reflections of My Life""",3R3s733nwA8Yi1BMk4NGjx,0.388,0.406,7.0,-10.666,1.0,0.0266,0.572,0.0351,0.295,0.51,92.668,audio_features,3R3s733nwA8Yi1BMk4NGjx,spotify:track:3R3s733nwA8Yi1BMk4NGjx,https://api.spotify.com/v1/tracks/3R3s733nwA8Yi1BMk4NGjx,https://api.spotify.com/v1/audio-analysis/3R3s733nwA8Yi1BMk4NGjx,251280.0,4.0
1970,Eddie Holman,"""Hey There Lonely Girl""",1MI8aQJAoaYhIaVNz5giKB,0.389,0.322,9.0,-10.923,1.0,0.0282,0.693,2.08e-06,0.0814,0.343,94.007,audio_features,1MI8aQJAoaYhIaVNz5giKB,spotify:track:1MI8aQJAoaYhIaVNz5giKB,https://api.spotify.com/v1/tracks/1MI8aQJAoaYhIaVNz5giKB,https://api.spotify.com/v1/audio-analysis/1MI8aQJAoaYhIaVNz5giKB,216760.0,3.0
1970,The Jaggerz,"""The Rapper""",0s1PceKn7sF0Pc8bsnDN1t,0.822,0.7,9.0,-6.383,1.0,0.0326,0.141,0.00827,0.668,0.961,120.376,audio_features,0s1PceKn7sF0Pc8bsnDN1t,spotify:track:0s1PceKn7sF0Pc8bsnDN1t,https://api.spotify.com/v1/tracks/0s1PceKn7sF0Pc8bsnDN1t,https://api.spotify.com/v1/audio-analysis/0s1PceKn7sF0Pc8bsnDN1t,162693.0,4.0
1970,Alive N Kickin',"""Tighter, Tighter""",5OXATqrGVPG49BjEIY6yyM,0.407,0.826,8.0,-10.014,0.0,0.053,0.0409,0.00014,0.0486,0.794,162.032,audio_features,5OXATqrGVPG49BjEIY6yyM,spotify:track:5OXATqrGVPG49BjEIY6yyM,https://api.spotify.com/v1/tracks/5OXATqrGVPG49BjEIY6yyM,https://api.spotify.com/v1/audio-analysis/5OXATqrGVPG49BjEIY6yyM,168853.0,4.0
1970,Badfinger,"""Come and Get It""",0wb21I1NV5uVUolRXIqlJF,0.616,0.629,8.0,-6.9,1.0,0.0263,0.0285,1.32e-06,0.208,0.606,94.004,audio_features,0wb21I1NV5uVUolRXIqlJF,spotify:track:0wb21I1NV5uVUolRXIqlJF,https://api.spotify.com/v1/tracks/0wb21I1NV5uVUolRXIqlJF,https://api.spotify.com/v1/audio-analysis/0wb21I1NV5uVUolRXIqlJF,143213.0,4.0
1970,Ray Stevens,"""Everything Is Beautiful""",3rrrMhc76FDnS4N7wu2KfH,0.37,0.378,5.0,-15.178,1.0,0.0369,0.514,0.0,0.222,0.722,112.159,audio_features,3rrrMhc76FDnS4N7wu2KfH,spotify:track:3rrrMhc76FDnS4N7wu2KfH,https://api.spotify.com/v1/tracks/3rrrMhc76FDnS4N7wu2KfH,https://api.spotify.com/v1/audio-analysis/3rrrMhc76FDnS4N7wu2KfH,212773.0,4.0
1970,Creedence Clearwater Revival,"""Travelin' Band""",0INUNNYfsp4qr6kJdY46mY,0.513,0.92,6.0,-6.664,1.0,0.0511,0.0166,0.0282,0.178,0.963,166.186,audio_features,0INUNNYfsp4qr6kJdY46mY,spotify:track:0INUNNYfsp4qr6kJdY46mY,https://api.spotify.com/v1/tracks/0INUNNYfsp4qr6kJdY46mY,https://api.spotify.com/v1/audio-analysis/0INUNNYfsp4qr6kJdY46mY,127493.0,4.0
